Brand,Model,Year,Engine_Size,Fuel_Type,Transmission,Mileage,Doors,Owner_Count,Price
volkswagen,tiguan,2009,1.5,electric,semi-automatic,204370,4,4,6212
ford,explorer,2005,1.9,diesel,semi-automatic,103956,5,2,5420
chevrolet,equinox,2004,3.0,electric,manual,86109,3,5,8577
kia,sportage,2011,1.7,hybrid,manual,264104,4,2,4817
honda,accord,2019,2.1,petrol,automatic,1068,2,1,13378
hyundai,elantra,2004,3.1,electric,automatic,202084,2,1,7858
bmw,3 series,2012,4.5,petrol,semi-automatic,78159,3,1,10636
kia,optima,2012,2.7,electric,automatic,188249,3,4,10135
audi,a4,2021,3.6,diesel,semi-automatic,252284,5,4,8954
mercedes,c-class,2011,4.8,diesel,manual,120010,4,5,9799
mercedes,gla,2007,4.8,petrol,semi-automatic,77167,4,4,9456
audi,q5,2021,3.0,diesel,semi-automatic,226346,5,4,8873
toyota,camry,2014,4.1,diesel,automatic,35164,3,3,13196
ford,explorer,2015,4.3,electric,manual,147409,3,1,11951
ford,fiesta,2016,3.6,diesel,manual,292131,4,4,6657
kia,rio,2016,1.6,electric,automatic,285860,4,5,8282
audi,a3,2005,2.3,electric,manual,112828,3,2,7643
audi,q5,2023,3.5,hybrid,semi-automatic,225090,2,2,10998
volkswagen,golf,2003,2.5,electric,manual,235804,3,1,4783
kia,rio,2007,4.7,electric,manual,18622,4,3,12527
honda,civic,2001,1.8,electric,semi-automatic,38814,4,5,7423
volkswagen,golf,2001,2.3,diesel,manual,64027,3,2,5419
kia,rio,2013,2.7,hybrid,manual,155927,5,4,8581
honda,cr-v,2000,3.5,hybrid,semi-automatic,181019,2,2,4979
ford,focus,2014,3.8,diesel,semi-automatic,91618,4,4,10267
chevrolet,equinox,2004,2.6,hybrid,semi-automatic,234638,5,3,4207
ford,focus,2006,4.4,hybrid,automatic,213796,4,4,8524
hyundai,elantra,2008,4.5,electric,semi-automatic,242378,4,3,8152
kia,optima,2015,3.4,electric,manual,68256,4,2,12634
honda,cr-v,2012,4.9,electric,manual,4608,3,2,14507
ford,fiesta,2014,4.7,electric,automatic,262198,4,2,11256
hyundai,elantra,2014,3.7,petrol,semi-automatic,203553,3,5,7928
audi,a4,2007,1.4,petrol,manual,252417,3,3,2551
ford,focus,2010,3.9,hybrid,automatic,42902,3,5,12641
audi,a4,2020,4.8,electric,manual,116761,2,3,14564
mercedes,c-class,2015,2.7,diesel,manual,181326,5,5,7673
ford,explorer,2008,4.1,electric,manual,286699,3,5,6866
toyota,rav4,2013,3.8,hybrid,automatic,149662,2,1,11306
volkswagen,tiguan,2019,4.7,petrol,semi-automatic,213300,4,1,10234
toyota,rav4,2015,2.0,diesel,manual,125458,2,3,8090
hyundai,sonata,2011,2.5,petrol,manual,61333,2,1,8673
bmw,x5,2009,3.8,electric,automatic,103338,3,3,12033
hyundai,elantra,2019,1.9,electric,automatic,44978,4,4,14300
honda,accord,2002,2.5,electric,automatic,119657,2,2,8306
ford,explorer,2003,2.2,electric,manual,106537,4,4,7069
honda,accord,2005,2.8,electric,manual,228351,2,2,5832
volkswagen,golf,2000,1.0,hybrid,semi-automatic,156258,4,1,2974
mercedes,c-class,2022,3.6,diesel,manual,233628,5,2,9627
honda,accord,2000,2.9,hybrid,semi-automatic,238272,5,1,3234
chevrolet,malibu,2023,2.0,diesel,manual,280794,2,3,7384
kia,rio,2005,2.6,diesel,semi-automatic,14058,5,4,7918
audi,a3,2018,3.3,hybrid,semi-automatic,274434,3,2,8311
chevrolet,equinox,2015,3.2,diesel,automatic,60419,4,4,12091
bmw,x5,2021,5.0,petrol,semi-automatic,98604,2,4,13427
volkswagen,golf,2023,1.6,petrol,automatic,133425,5,5,11431
hyundai,tucson,2004,4.2,hybrid,manual,271816,3,5,5063
mercedes,gla,2019,2.9,petrol,semi-automatic,247451,3,3,7750
ford,fiesta,2014,4.7,petrol,semi-automatic,85892,5,2,11282
ford,explorer,2006,3.1,electric,semi-automatic,252610,2,3,5947
audi,a4,2020,1.3,hybrid,manual,282883,4,1,6742
bmw,5 series,2020,2.7,hybrid,semi-automatic,109271,3,4,11614
mercedes,gla,2018,2.0,hybrid,automatic,119566,5,5,11608
ford,focus,2009,3.0,diesel,manual,54105,3,2,8717
honda,cr-v,2020,2.4,hybrid,manual,103185,2,3,11436
chevrolet,impala,2010,1.8,hybrid,manual,227999,5,1,5340
bmw,x5,2000,1.1,hybrid,automatic,141537,3,2,4869
hyundai,elantra,2022,2.8,diesel,automatic,250524,5,5,9989
bmw,5 series,2012,1.7,petrol,automatic,163543,5,4,7629
audi,a4,2021,2.7,petrol,manual,283597,2,2,7428
kia,rio,2021,3.6,petrol,automatic,79401,4,3,13911
ford,fiesta,2007,3.4,electric,manual,125769,3,1,9084
hyundai,sonata,2009,4.1,diesel,manual,67077,2,5,9558
hyundai,sonata,2007,2.3,electric,manual,76257,2,3,8974
ford,focus,2010,1.2,electric,automatic,220484,4,4,7390
toyota,camry,2010,4.7,petrol,semi-automatic,155338,5,1,8693
volkswagen,tiguan,2006,3.1,electric,automatic,135166,5,1,9796
ford,fiesta,2009,2.4,petrol,automatic,22624,4,4,10247
audi,a3,2002,3.2,hybrid,automatic,106780,2,5,8264
mercedes,c-class,2017,2.3,electric,semi-automatic,40455,4,1,12690
ford,explorer,2007,1.1,diesel,semi-automatic,261935,4,2,2061
honda,cr-v,2015,2.2,electric,manual,164031,4,5,9519
mercedes,gla,2018,4.8,hybrid,automatic,108824,3,4,14623
honda,cr-v,2001,4.3,petrol,semi-automatic,67506,3,4,7349
mercedes,c-class,2013,1.5,hybrid,automatic,198747,5,4,8025
honda,cr-v,2004,1.3,electric,automatic,189304,5,1,6313
audi,a3,2019,3.1,diesel,semi-automatic,171550,3,5,9469
chevrolet,malibu,2011,4.8,electric,automatic,49802,2,4,14703
kia,rio,2006,4.9,electric,manual,32528,4,3,12149
kia,rio,2002,3.3,diesel,automatic,252871,3,2,4442
hyundai,tucson,2010,3.6,diesel,semi-automatic,37887,5,5,9942
kia,optima,2003,1.5,electric,automatic,243023,2,3,5139
ford,fiesta,2011,5.0,petrol,automatic,125014,4,5,11399
bmw,x5,2007,2.0,electric,automatic,225309,2,5,7193
volkswagen,golf,2012,1.5,electric,semi-automatic,19946,5,4,10801
toyota,rav4,2016,1.5,electric,semi-automatic,34256,4,3,11714
bmw,x5,2007,2.1,electric,manual,48326,5,4,9333
chevrolet,impala,2018,3.9,hybrid,automatic,22059,4,3,15458
bmw,5 series,2016,3.1,petrol,automatic,82589,2,3,11848
mercedes,gla,2005,3.5,hybrid,manual,254719,4,4,5005
volkswagen,tiguan,2012,2.8,diesel,manual,22534,5,2,10049
audi,a4,2009,3.3,electric,semi-automatic,105672,5,2,9986
ford,focus,2013,3.5,electric,manual,184223,2,1,9815
ford,fiesta,2012,3.4,electric,automatic,66901,3,3,13261
toyota,camry,2014,2.8,petrol,semi-automatic,277899,2,5,5542
hyundai,elantra,2010,4.5,hybrid,manual,93756,3,1,10724
mercedes,gla,2005,3.8,electric,automatic,159958,5,2,9700
hyundai,tucson,2020,2.7,petrol,automatic,130146,2,3,11697
audi,q5,2017,3.4,petrol,semi-automatic,184285,4,3,8914
ford,explorer,2001,1.1,hybrid,manual,221586,3,5,2068
ford,explorer,2005,2.1,electric,automatic,40020,5,2,10399
volkswagen,tiguan,2017,3.3,electric,automatic,201512,4,3,11969
kia,sportage,2014,1.3,diesel,semi-automatic,180373,5,5,5992
toyota,corolla,2014,4.7,petrol,semi-automatic,114382,5,3,10712
mercedes,e-class,2003,1.9,petrol,automatic,211135,5,1,4177
mercedes,c-class,2007,2.0,petrol,semi-automatic,118689,5,1,5826
kia,sportage,2017,3.4,diesel,manual,149589,2,2,9608
audi,a4,2022,1.4,electric,manual,84573,3,4,12408
chevrolet,impala,2004,1.8,diesel,semi-automatic,149851,4,2,4102
hyundai,sonata,2002,2.4,petrol,automatic,122979,3,5,6140
audi,a4,2018,1.6,diesel,manual,180019,3,5,7499
bmw,3 series,2001,4.7,diesel,semi-automatic,107974,3,3,6940
mercedes,gla,2003,2.2,hybrid,semi-automatic,17393,3,5,7852
ford,fiesta,2001,2.6,electric,semi-automatic,74,2,2,8998
toyota,corolla,2014,1.2,electric,automatic,215776,4,4,8684
volkswagen,golf,2022,4.1,hybrid,semi-automatic,15423,4,3,15491
volkswagen,tiguan,2009,2.1,diesel,automatic,216808,5,1,6063
bmw,3 series,2001,4.2,electric,automatic,271492,5,3,6670
bmw,5 series,2017,2.7,electric,automatic,23058,2,3,14938
toyota,corolla,2015,4.9,electric,manual,292193,5,2,9656
mercedes,c-class,2020,1.2,petrol,manual,100045,5,5,9299
toyota,corolla,2018,3.5,petrol,automatic,230823,3,5,9883
ford,fiesta,2020,2.9,hybrid,automatic,123389,4,4,13032
kia,sportage,2020,2.7,diesel,automatic,87168,5,3,12556
honda,cr-v,2016,3.2,diesel,manual,253949,5,1,7021
ford,focus,2001,4.1,diesel,semi-automatic,88202,2,5,6735
volkswagen,golf,2010,4.6,hybrid,semi-automatic,89735,5,5,10905
chevrolet,malibu,2015,4.3,petrol,semi-automatic,190674,4,1,9086
honda,civic,2007,3.0,diesel,manual,45399,3,1,8292
kia,sportage,2015,3.5,diesel,manual,118075,2,3,9738
bmw,5 series,2023,1.8,electric,semi-automatic,212962,2,4,10540
ford,explorer,2000,1.8,hybrid,manual,222734,3,4,2445
volkswagen,passat,2000,4.8,electric,automatic,158249,2,2,9235
bmw,3 series,2008,4.4,petrol,semi-automatic,268020,5,1,5539
toyota,corolla,2015,3.0,electric,manual,102552,3,3,11548
honda,cr-v,2004,3.9,electric,automatic,96421,4,5,10771
honda,civic,2018,2.2,hybrid,automatic,227142,5,3,9657
toyota,rav4,2002,1.7,petrol,automatic,265079,4,4,2598
kia,sportage,2001,3.3,electric,semi-automatic,258462,4,4,4530
honda,civic,2007,1.6,electric,semi-automatic,84889,4,3,8102
volkswagen,tiguan,2023,4.6,diesel,automatic,193427,3,1,13231
hyundai,sonata,2020,3.4,hybrid,automatic,15353,3,4,15692
honda,cr-v,2022,3.0,diesel,automatic,95078,5,2,13298
volkswagen,golf,2003,4.2,petrol,automatic,92303,4,1,8853
ford,explorer,2011,1.1,diesel,manual,122843,2,5,6043
volkswagen,passat,2006,3.3,hybrid,semi-automatic,203140,3,1,6137
audi,q5,2019,1.5,hybrid,automatic,299007,2,2,7819
honda,civic,2000,3.6,hybrid,semi-automatic,71037,2,2,7279
hyundai,tucson,2017,4.3,diesel,semi-automatic,190312,5,2,9693
kia,sportage,2003,2.3,diesel,automatic,138463,5,1,6030
volkswagen,tiguan,2011,4.2,hybrid,manual,49206,5,5,11615
bmw,5 series,2009,1.8,electric,semi-automatic,115364,2,1,8292
toyota,rav4,2021,3.3,diesel,automatic,291239,5,2,9375
mercedes,c-class,2000,4.2,petrol,manual,270079,5,2,2898
mercedes,e-class,2015,2.4,diesel,semi-automatic,260513,4,5,5789
toyota,corolla,2016,3.7,diesel,semi-automatic,191330,5,2,8773
volkswagen,tiguan,2019,3.9,electric,manual,133300,4,1,13034
honda,accord,2020,3.6,hybrid,semi-automatic,51251,5,5,13674
bmw,x5,2021,1.7,petrol,semi-automatic,48231,5,2,11135
chevrolet,impala,2013,2.2,electric,automatic,196832,3,1,9763
hyundai,elantra,2023,4.3,petrol,semi-automatic,49540,4,2,14309
chevrolet,malibu,2014,2.2,electric,automatic,47950,3,1,13041
audi,q5,2014,4.0,petrol,semi-automatic,237177,2,4,7556
volkswagen,tiguan,2011,4.9,petrol,semi-automatic,285572,2,4,6588
ford,focus,2017,3.6,petrol,semi-automatic,263823,5,4,7523
volkswagen,tiguan,2020,2.3,petrol,automatic,134572,4,1,11208
ford,explorer,2019,3.7,electric,manual,234754,2,2,10804
bmw,3 series,2019,3.2,electric,manual,248880,5,5,10022
ford,explorer,2010,1.6,petrol,manual,36425,3,4,7971
kia,optima,2001,4.2,electric,semi-automatic,189692,3,5,6806
toyota,corolla,2001,4.8,electric,semi-automatic,107723,2,3,9045
kia,rio,2023,3.4,petrol,manual,177464,4,3,10850
audi,a4,2011,2.8,petrol,manual,104757,3,5,8104
kia,sportage,2017,2.6,electric,automatic,108462,2,1,13130
hyundai,sonata,2022,3.1,hybrid,automatic,28342,3,5,15733
volkswagen,golf,2016,2.8,hybrid,automatic,218978,2,1,9820
bmw,5 series,2018,3.9,electric,manual,216924,5,3,11061
ford,fiesta,2014,2.8,electric,semi-automatic,136710,5,1,10365
hyundai,elantra,2001,4.1,petrol,manual,187046,2,3,4759
hyundai,elantra,2005,2.7,hybrid,automatic,45510,2,3,9889
ford,explorer,2003,1.4,diesel,automatic,267644,3,3,2547
mercedes,gla,2002,4.8,diesel,automatic,248863,2,1,6022
bmw,5 series,2022,1.6,petrol,automatic,112224,2,1,11555
bmw,3 series,2012,4.1,hybrid,semi-automatic,269110,5,5,7417
kia,rio,2006,1.1,hybrid,automatic,71600,2,2,8068
mercedes,c-class,2020,2.3,electric,manual,167084,3,4,11058
hyundai,elantra,2018,3.0,hybrid,manual,209783,2,4,9304
honda,cr-v,2000,2.4,electric,automatic,122782,5,3,7544
volkswagen,passat,2018,3.5,electric,manual,44918,4,3,14101
bmw,x5,2011,3.3,hybrid,semi-automatic,59350,5,1,10513
toyota,camry,2005,4.4,petrol,automatic,124854,4,2,9002
honda,accord,2002,1.7,hybrid,manual,129658,4,2,4806
ford,explorer,2017,5.0,electric,semi-automatic,174286,4,1,12714
audi,a4,2009,4.5,petrol,automatic,119948,3,3,10401
audi,a4,2000,3.8,petrol,semi-automatic,63543,5,1,6629
bmw,5 series,2005,3.9,diesel,semi-automatic,123959,2,3,7020
mercedes,gla,2020,1.7,diesel,automatic,119413,3,3,10911
mercedes,gla,2002,4.6,electric,automatic,28405,5,4,12231
audi,q5,2010,3.8,diesel,automatic,19071,3,1,12018
chevrolet,equinox,2017,1.8,petrol,semi-automatic,96482,5,5,9070
honda,civic,2015,2.3,electric,semi-automatic,207427,4,5,8751
hyundai,elantra,2012,2.6,petrol,semi-automatic,291400,5,2,4472
chevrolet,impala,2023,2.1,petrol,automatic,41573,5,4,13768
chevrolet,equinox,2003,3.3,hybrid,automatic,100141,2,3,8797
chevrolet,equinox,2012,1.4,diesel,semi-automatic,128584,3,5,6528
ford,explorer,2003,4.9,diesel,automatic,299066,4,3,5418
mercedes,e-class,2004,1.2,diesel,automatic,141943,4,1,5161
volkswagen,passat,2015,4.2,petrol,automatic,263711,3,2,9025
audi,a4,2010,3.4,hybrid,automatic,281978,3,2,7360
chevrolet,malibu,2002,1.7,electric,manual,214459,5,1,4110
honda,cr-v,2002,1.8,electric,manual,159351,2,3,5312
chevrolet,malibu,2000,2.8,petrol,manual,280108,5,3,2000
bmw,3 series,2011,2.8,hybrid,manual,178509,4,4,7629
hyundai,sonata,2004,4.0,petrol,manual,17140,5,2,8957
audi,a4,2017,2.6,petrol,automatic,280103,4,5,7697
toyota,camry,2012,4.1,hybrid,automatic,97971,5,1,12340
audi,a3,2010,4.6,electric,automatic,226022,3,3,10679
toyota,corolla,2004,2.6,petrol,automatic,88330,2,4,7633
mercedes,gla,2012,4.7,electric,semi-automatic,251019,2,3,9379
kia,rio,2021,1.4,hybrid,manual,115527,4,1,10489
bmw,5 series,2020,4.1,hybrid,automatic,65158,3,1,15396
honda,civic,2011,4.6,petrol,semi-automatic,136182,3,2,9276
audi,a4,2018,3.3,hybrid,manual,171346,2,1,10373
bmw,3 series,2011,3.9,petrol,automatic,31189,3,3,12176
toyota,rav4,2019,3.6,diesel,manual,98479,3,2,11430
ford,focus,2010,1.2,electric,automatic,214493,5,3,7510
honda,accord,2023,5.0,petrol,manual,238324,5,2,11233
bmw,x5,2000,3.3,diesel,manual,194043,3,4,3519
audi,a4,2022,4.6,hybrid,semi-automatic,226584,2,4,11768
volkswagen,tiguan,2017,2.6,hybrid,automatic,233248,5,1,9635
audi,a3,2007,3.7,electric,automatic,213520,4,3,9129
audi,q5,2019,1.4,diesel,automatic,280967,2,3,7080
ford,fiesta,2006,2.7,hybrid,manual,51538,2,2,8569
chevrolet,malibu,2001,4.9,petrol,manual,70195,2,2,7896
mercedes,c-class,2015,4.4,hybrid,semi-automatic,139468,5,4,11210
chevrolet,impala,2005,3.1,hybrid,semi-automatic,42542,2,4,8849
hyundai,tucson,2020,2.3,hybrid,semi-automatic,192030,4,1,9559
toyota,corolla,2023,3.4,hybrid,semi-automatic,19096,3,2,15018
bmw,5 series,2002,4.7,diesel,semi-automatic,273477,4,4,3930
ford,explorer,2012,1.7,diesel,semi-automatic,18936,2,4,9021
honda,civic,2009,2.3,petrol,manual,182780,2,2,5444
ford,focus,2019,4.6,diesel,automatic,141392,3,5,13072
bmw,x5,2009,3.1,petrol,manual,65564,2,4,8588
honda,cr-v,2017,1.6,electric,semi-automatic,125535,4,3,10289
bmw,3 series,2004,3.0,electric,manual,215571,3,5,5988
hyundai,tucson,2021,3.9,diesel,automatic,217374,2,4,11452
hyundai,tucson,2004,4.0,hybrid,automatic,173201,4,2,8335
honda,civic,2019,3.2,diesel,manual,158300,3,2,9834
chevrolet,malibu,2022,4.8,hybrid,semi-automatic,117267,2,4,14154
chevrolet,impala,2014,2.0,petrol,automatic,181881,5,5,8162
toyota,corolla,2017,1.6,electric,semi-automatic,46400,3,3,11872
ford,fiesta,2005,4.2,petrol,manual,125377,4,1,7292
bmw,3 series,2018,5.0,diesel,manual,142084,3,2,11658
mercedes,e-class,2014,1.7,petrol,manual,95579,3,3,8088
honda,civic,2002,4.3,diesel,manual,275483,4,1,3490
kia,rio,2004,3.7,diesel,automatic,68962,4,5,9120
volkswagen,golf,2010,3.1,hybrid,semi-automatic,265548,5,4,5889
kia,sportage,2015,4.0,hybrid,semi-automatic,161451,5,5,10370
toyota,corolla,2014,1.4,electric,semi-automatic,173573,4,4,8228
mercedes,c-class,2020,1.6,petrol,automatic,258410,3,1,8031
mercedes,e-class,2018,2.2,electric,manual,68474,3,1,12330
honda,accord,2003,2.2,electric,manual,278555,2,3,3628
kia,sportage,2012,2.7,electric,semi-automatic,113357,3,4,10132
honda,civic,2022,1.2,petrol,semi-automatic,118189,5,2,9536
kia,sportage,2005,3.0,electric,automatic,52129,4,4,11057
kia,optima,2020,1.3,petrol,automatic,1213,4,5,12875
toyota,rav4,2007,4.9,hybrid,semi-automatic,193478,2,4,8230
chevrolet,equinox,2007,2.9,diesel,manual,109544,3,4,6909
volkswagen,golf,2022,4.6,diesel,manual,145259,2,3,12394
hyundai,tucson,2022,1.3,diesel,semi-automatic,86670,2,4,10266
honda,cr-v,2022,3.8,electric,manual,90870,3,5,14682
chevrolet,equinox,2010,2.4,electric,semi-automatic,88040,3,2,9739
volkswagen,passat,2007,3.0,electric,manual,272439,3,3,5751
bmw,5 series,2018,4.6,diesel,manual,193942,3,1,10221
audi,a4,2006,2.6,petrol,automatic,286546,4,4,4269
honda,civic,2008,4.5,hybrid,automatic,140691,3,1,10686
bmw,5 series,2023,2.7,diesel,semi-automatic,151802,5,4,10663
audi,q5,2012,3.3,hybrid,semi-automatic,47107,2,5,11057
chevrolet,equinox,2015,2.9,diesel,semi-automatic,116244,2,2,9175
toyota,corolla,2013,1.7,electric,semi-automatic,248675,3,2,6726
chevrolet,malibu,2023,3.6,hybrid,manual,206061,4,5,11478
toyota,rav4,2003,3.7,hybrid,semi-automatic,248288,5,1,4734
toyota,corolla,2020,2.8,hybrid,semi-automatic,200179,2,3,9896
bmw,x5,2001,2.8,hybrid,automatic,124896,4,3,7202
honda,civic,2011,4.4,hybrid,semi-automatic,34683,2,5,12106
bmw,5 series,2008,4.6,petrol,automatic,211540,2,3,8369
mercedes,c-class,2020,4.3,petrol,semi-automatic,245144,5,1,9497
honda,cr-v,2006,2.6,electric,semi-automatic,126424,2,5,7971
chevrolet,impala,2016,1.2,hybrid,manual,80455,4,4,9490
honda,cr-v,2020,1.1,electric,manual,231642,4,1,8567
kia,sportage,2004,3.4,electric,automatic,93978,4,2,10320
volkswagen,passat,2005,1.5,petrol,manual,217997,5,4,2740
hyundai,sonata,2012,1.8,hybrid,manual,74195,2,1,9016
hyundai,sonata,2012,3.1,electric,automatic,211305,3,3,10073
ford,fiesta,2018,2.0,petrol,manual,5196,4,3,11396
audi,q5,2016,4.4,hybrid,semi-automatic,181485,4,3,10670
bmw,x5,2019,4.0,hybrid,manual,238714,5,2,10025
toyota,camry,2012,3.9,diesel,manual,22645,2,4,11147
audi,q5,2012,1.3,petrol,automatic,89321,4,4,8713
bmw,x5,2014,3.8,hybrid,automatic,174202,5,4,11115
toyota,rav4,2023,1.0,electric,automatic,131850,3,4,12863
mercedes,c-class,2002,1.8,electric,semi-automatic,236758,5,5,3764
ford,explorer,2014,2.5,diesel,automatic,172033,4,2,8859
hyundai,elantra,2014,3.1,electric,automatic,115640,4,1,12587
mercedes,c-class,2013,3.8,diesel,semi-automatic,286873,5,1,6062
toyota,corolla,2016,3.8,electric,semi-automatic,276633,5,5,9167
kia,rio,2016,1.7,hybrid,manual,104572,4,1,9508
ford,explorer,2007,1.8,hybrid,semi-automatic,294977,4,2,3100
hyundai,elantra,2019,1.2,petrol,automatic,241090,2,4,7678
kia,rio,2018,4.4,diesel,manual,36711,2,4,13165
volkswagen,golf,2010,2.9,electric,manual,249910,5,3,7001
hyundai,tucson,2015,3.1,petrol,manual,257380,3,2,6552
honda,accord,2000,1.4,diesel,automatic,69339,5,4,5613
hyundai,tucson,2007,1.7,diesel,automatic,266758,4,2,4064
audi,a3,2008,3.9,hybrid,automatic,217728,3,5,8545
bmw,3 series,2019,4.0,electric,semi-automatic,110440,4,1,13591
volkswagen,tiguan,2023,1.5,diesel,automatic,253722,2,2,8925
volkswagen,golf,2006,4.6,diesel,automatic,84861,5,4,10302
kia,optima,2002,2.7,diesel,automatic,293857,5,5,3022
honda,cr-v,2019,1.1,petrol,automatic,159120,4,1,9217
hyundai,elantra,2012,4.7,diesel,semi-automatic,1565,2,2,12368
audi,a3,2012,3.3,electric,semi-automatic,156438,4,4,9871
bmw,3 series,2020,3.1,hybrid,automatic,156278,2,5,12574
volkswagen,golf,2022,2.3,electric,automatic,137767,3,5,13744
ford,fiesta,2015,3.3,electric,semi-automatic,160346,2,5,10693
chevrolet,equinox,2021,1.5,petrol,automatic,52952,2,3,12340
bmw,5 series,2023,2.9,petrol,manual,46588,2,5,12968
bmw,5 series,2022,4.2,diesel,automatic,51622,5,2,15367
chevrolet,impala,2017,3.9,electric,semi-automatic,106704,5,4,12965
mercedes,e-class,2011,1.1,hybrid,semi-automatic,78434,2,2,7931
ford,fiesta,2006,3.9,hybrid,semi-automatic,239992,3,2,6000
audi,a3,2017,2.6,diesel,manual,122433,3,3,9351
kia,sportage,2005,2.0,diesel,manual,2587,4,5,7548
honda,cr-v,2005,4.4,electric,manual,38437,4,3,11231
chevrolet,impala,2014,4.1,petrol,semi-automatic,102784,5,3,10344
volkswagen,passat,2006,2.9,diesel,automatic,195789,3,4,6384
kia,sportage,2016,4.2,diesel,manual,99794,3,5,11104
kia,rio,2013,1.5,diesel,semi-automatic,143174,2,4,6636
chevrolet,malibu,2014,4.1,diesel,automatic,30639,2,2,13287
hyundai,sonata,2011,2.3,electric,automatic,132009,5,3,10559
audi,a4,2011,3.5,electric,manual,155375,2,4,9792
ford,explorer,2004,3.6,petrol,automatic,189756,3,3,6604
toyota,corolla,2010,3.9,diesel,semi-automatic,149067,2,2,8018
ford,explorer,2021,1.7,diesel,manual,250370,3,4,7092
toyota,corolla,2021,1.4,hybrid,automatic,279321,5,5,8713
bmw,x5,2010,3.3,electric,manual,189540,4,4,8609
hyundai,tucson,2006,1.6,hybrid,semi-automatic,102680,4,4,6446
hyundai,elantra,2015,3.7,petrol,automatic,215906,4,2,9481
mercedes,e-class,2002,1.7,diesel,manual,116977,2,5,4060
hyundai,tucson,2012,4.7,hybrid,manual,159236,5,2,10215
mercedes,c-class,2021,2.4,diesel,manual,94705,2,4,10905
hyundai,sonata,2018,2.3,electric,semi-automatic,245073,4,5,8898
audi,q5,2020,2.5,diesel,automatic,188803,5,1,10323
ford,focus,2001,1.2,petrol,semi-automatic,219120,3,4,2000
chevrolet,equinox,2002,2.2,hybrid,manual,23277,4,2,7434
ford,fiesta,2017,1.1,hybrid,automatic,9177,3,2,12616
mercedes,e-class,2005,4.9,diesel,manual,133103,4,4,7837
honda,civic,2006,1.4,petrol,manual,142293,4,3,4454
audi,a4,2018,2.9,petrol,automatic,107147,3,5,11757
kia,sportage,2000,4.4,diesel,manual,21303,3,1,8073
bmw,3 series,2020,4.6,petrol,semi-automatic,132791,4,3,12044
kia,optima,2003,3.8,electric,manual,192356,5,2,6952
mercedes,gla,2004,4.8,hybrid,manual,123019,5,4,8639
honda,cr-v,2017,1.3,hybrid,manual,132831,5,4,8843
honda,civic,2010,1.2,petrol,semi-automatic,168167,4,4,4936
honda,accord,2008,3.5,petrol,semi-automatic,73222,4,2,8535
toyota,rav4,2013,3.5,hybrid,semi-automatic,288094,5,5,6738
toyota,rav4,2001,2.4,diesel,semi-automatic,213779,5,1,2524
audi,a3,2015,4.3,hybrid,semi-automatic,115707,4,2,11585
bmw,x5,2013,2.6,electric,semi-automatic,147066,2,2,9658
toyota,corolla,2020,3.3,diesel,semi-automatic,107566,3,5,11248
kia,optima,2006,3.5,petrol,manual,154437,2,4,6311
